,num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
12372,2,Internet,RoundTrip,20,88,5,3,HNDPEN,Malaysia,1,0,1,7.57,0
12373,1,Internet,RoundTrip,109,25,8,6,HNDPEN,Malaysia,1,1,1,7.57,1
12374,1,Internet,RoundTrip,300,32,13,3,HNDPEN,Japan,1,0,0,7.57,0
12375,2,Internet,RoundTrip,152,22,3,7,HNDPEN,Malaysia,1,0,1,7.57,0
12376,1,Mobile,RoundTrip,26,89,5,5,HNDPEN,Japan,1,1,1,7.57,0
12377,2,Internet,RoundTrip,224,35,3,1,HNDPEN,Japan,1,1,0,7.57,0
12378,1,Internet,RoundTrip,36,20,11,6,HNDPEN,Japan,1,1,1,7.57,0
12379,1,Internet,RoundTrip,30,34,8,5,HNDPEN,Malaysia,0,0,0,7.57,0
12380,2,Internet,RoundTrip,107,38,10,1,HNDPEN,Malaysia,1,1,0,7.57,0
12381,2,Internet,RoundTrip,25,30,10,7,HNDPEN,Japan,1,0,1,7.57,0
12382,1,Internet,RoundTrip,54,18,16,7,HNDPEN,Malaysia,1,1,0,7.57,1
12383,1,Internet,RoundTrip,129,88,2,5,HNDPEN,Japan,1,0,0,7.57,0
12384,1,Internet,RoundTrip,173,20,14,2,HNDPEN,Japan,1,0,0,7.57,1
12385,1,Internet,RoundTrip,101,30,11,7,HNDPEN,Japan,1,1,1,7.57,0
12386,1,Internet,RoundTrip,42,48,9,3,HNDPEN,Malaysia,1,1,1,7.57,0
12387,1,Internet,RoundTrip,34,28,6,3,HNDPEN,Japan,1,0,0,7.57,0
12388,1,Internet,RoundTrip,112,35,9,6,HNDPEN,Japan,1,0,1,7.57,0
12389,1,Internet,RoundTrip,124,55,15,3,HNDPEN,Japan,1,0,1,7.57,0
12390,1,Internet,RoundTrip,120,55,9,7,HNDPEN,Japan,1,0,0,7.57,0
12391,2,Internet,RoundTrip,75,85,4,4,HNDPEN,Japan,0,0,0,7.57,0
12392,1,Internet,RoundTrip,69,25,3,1,HNDPEN,Japan,0,0,0,7.57,0
12393,1,Internet,RoundTrip,257,83,12,5,HNDPEN,Japan,1,0,0,7.57,0
12394,2,Internet,RoundTrip,78,55,7,2,HNDPEN,Japan,0,0,0,7.57,1
12395,1,Internet,RoundTrip,20,19,7,6,HNDPEN,Malaysia,0,0,1,7.57,1
12396,1,Internet,RoundTrip,14,1,15,5,HNDPEN,Malaysia,0,0,0,7.57,0
12397,1,Internet,RoundTrip,239,38,10,4,HNDPEN,Japan,1,1,0,7.57,0
12398,1,Internet,RoundTrip,205,26,13,7,HNDPEN,Japan,1,0,1,7.57,1
12399,2,Internet,RoundTrip,49,86,5,2,HNDPEN,Japan,1,1,1,7.57,0
12400,2,Internet,RoundTrip,50,108,5,7,HNDPEN,Malaysia,1,1,1,7.57,0
12401,2,Internet,RoundTrip,83,28,9,3,HNDPEN,Japan,0,0,0,7.57,0
12402,1,Mobile,RoundTrip,18,92,14,6,HNDPEN,Japan,1,1,1,7.57,0
12403,3,Internet,RoundTrip,70,30,15,4,HNDPEN,Malaysia,0,0,0,7.57,1
12404,1,Internet,RoundTrip,65,17,16,2,HNDPEN,Japan,1,1,0,7.57,0
12405,2,Internet,RoundTrip,303,37,22,6,HNDPEN,Malaysia,1,1,0,7.57,0
12406,1,Internet,RoundTrip,21,20,10,6,HNDPEN,Japan,1,0,1,7.57,0
12407,2,Internet,RoundTrip,217,22,0,7,HNDPEN,Japan,1,1,0,7.57,0
12408,1,Internet,RoundTrip,184,23,14,3,HNDPEN,Japan,1,0,1,7.57,0
12409,1,Internet,RoundTrip,28,71,15,4,HNDPEN,Japan,1,0,0,7.57,0
12410,2,Internet,RoundTrip,67,31,13,3,HNDPEN,Japan,1,0,0,7.57,0
12411,1,Internet,RoundTrip,254,66,3,2,HNDPEN,Malaysia,1,0,0,7.57,0
12412,2,Internet,RoundTrip,38,28,7,7,HNDPEN,Malaysia,0,0,0,7.57,1
12413,1,Internet,RoundTrip,241,29,1,1,HNDPEN,Japan,1,0,0,7.57,0
12414,1,Internet,RoundTrip,36,26,16,3,HNDPEN,Malaysia,1,0,1,7.57,0
12415,1,Internet,RoundTrip,223,90,10,2,HNDPEN,Japan,1,1,0,7.57,0
12416,1,Internet,RoundTrip,291,87,12,1,HNDPEN,Malaysia,1,1,1,7.57,0
12417,1,Internet,RoundTrip,126,29,1,7,HNDPEN,Japan,1,0,0,7.57,0
12418,2,Mobile,RoundTrip,45,19,0,5,HNDPEN,Japan,1,1,0,7.57,0
12419,1,Mobile,RoundTrip,21,20,3,5,HNDPEN,Japan,1,0,0,7.57,0
12420,1,Internet,RoundTrip,91,34,9,2,HNDPEN,Malaysia,1,0,1,7.57,0
12421,2,Internet,RoundTrip,5,1,8,6,HNDPEN,Malaysia,1,1,1,7.57,0
12422,3,Internet,RoundTrip,188,27,8,7,HNDPEN,Japan,1,1,0,7.57,0
12423,1,Internet,RoundTrip,39,18,8,6,HNDPEN,Japan,1,0,1,7.57,0
12424,2,Internet,RoundTrip,86,19,9,2,HNDPEN,Malaysia,1,1,1,7.57,1
12425,2,Internet,RoundTrip,80,36,5,7,HNDPEN,Japan,1,1,0,7.57,0
12426,1,Internet,RoundTrip,55,22,17,7,HNDPEN,Malaysia,1,0,0,7.57,1
12427,2,Internet,RoundTrip,355,42,23,3,HNDPEN,United States,1,1,1,7.57,0
12428,2,Internet,RoundTrip,47,99,16,2,HNDPEN,Japan,1,0,0,7.57,0
12429,1,Internet,RoundTrip,117,28,15,1,HNDPEN,Malaysia,1,1,1,7.57,0
12430,1,Internet,RoundTrip,66,88,12,3,HNDPEN,Japan,1,0,1,7.57,0
12431,1,Internet,RoundTrip,104,23,8,1,HNDPEN,Japan,1,0,0,7.57,0
12432,2,Internet,RoundTrip,231,37,8,1,HNDPEN,Japan,1,1,0,7.57,0
12433,1,Internet,RoundTrip,18,91,10,6,HNDPEN,Japan,0,0,0,7.57,0
12434,1,Internet,RoundTrip,19,19,5,7,HNDPEN,Malaysia,1,0,0,7.57,1
12435,1,Internet,RoundTrip,135,24,16,6,HNDPEN,Japan,1,0,1,7.57,1
12436,1,Mobile,RoundTrip,78,20,0,4,HNDPEN,Japan,0,1,1,7.57,0
12437,2,Internet,RoundTrip,244,48,6,5,HNDPEN,Malaysia,0,0,0,7.57,0
12438,1,Internet,RoundTrip,311,72,16,7,HNDPEN,Malaysia,1,1,0,7.57,0
12439,1,Internet,RoundTrip,25,58,2,5,HNDPEN,Malaysia,1,1,1,7.57,0
12440,2,Internet,RoundTrip,221,40,3,5,HNDPEN,Japan,1,1,1,7.57,0
12441,1,Internet,RoundTrip,195,45,1,5,HNDPEN,Japan,1,0,0,7.57,0
12442,2,Internet,RoundTrip,122,59,12,1,HNDPEN,Japan,1,1,1,7.57,0
12443,2,Internet,RoundTrip,269,22,12,3,HNDPEN,Japan,1,1,0,7.57,0
12444,2,Internet,RoundTrip,28,41,3,3,HNDPEN,Japan,0,1,1,7.57,0
12445,2,Internet,RoundTrip,274,27,14,2,HNDPEN,Malaysia,1,0,1,7.57,0
12446,1,Internet,RoundTrip,48,88,4,4,HNDPEN,Malaysia,1,0,0,7.57,0
12447,1,Internet,RoundTrip,100,17,4,2,HNDPEN,Japan,1,1,0,7.57,0
12448,1,Internet,RoundTrip,46,51,4,3,HNDPEN,Malaysia,0,0,1,7.57,0
12449,1,Internet,RoundTrip,238,21,7,1,HNDPEN,Japan,1,0,1,7.57,0
12450,2,Internet,RoundTrip,312,33,5,5,HNDPEN,Malaysia,1,1,0,7.57,0
12451,1,Internet,RoundTrip,112,25,18,7,HNDPEN,Japan,0,0,0,7.57,0
12452,1,Mobile,RoundTrip,59,76,9,7,HNDPEN,Malaysia,1,0,1,7.57,0
12453,4,Internet,RoundTrip,185,20,3,6,HNDPEN,United Kingdom,1,1,0,7.57,0
12454,2,Internet,RoundTrip,128,71,13,3,HNDPEN,Japan,1,1,1,7.57,0
12455,1,Internet,RoundTrip,110,85,9,7,HNDPEN,Malaysia,1,0,1,7.57,0
12456,1,Internet,RoundTrip,101,82,11,6,HNDPEN,Japan,1,0,0,7.57,1
12457,1,Internet,RoundTrip,112,18,16,2,HNDPEN,Malaysia,1,1,1,7.57,1
12458,1,Internet,RoundTrip,62,25,15,4,HNDPEN,Japan,1,0,1,7.57,0
12459,1,Internet,RoundTrip,109,23,4,6,HNDPER,Australia,0,0,0,7.57,0
12460,1,Internet,RoundTrip,23,50,22,6,HNDPER,Australia,0,0,0,7.57,1
12461,2,Internet,RoundTrip,10,36,11,5,HNDPER,Australia,1,1,1,7.57,0
12462,1,Internet,RoundTrip,273,22,12,5,HNDPER,Australia,1,1,1,7.57,0
12463,2,Internet,RoundTrip,246,22,12,3,HNDPER,Australia,1,0,0,7.57,0
12464,1,Internet,RoundTrip,42,19,14,2,HNDPER,Australia,0,0,1,7.57,0
12465,1,Internet,RoundTrip,70,23,11,4,HNDPER,Australia,1,1,1,7.57,0
12466,1,Internet,RoundTrip,30,28,18,1,HNDPER,Australia,0,0,1,7.57,0
12467,1,Internet,OneWay,299,17,9,3,HNDPER,Belgium,1,1,0,7.57,1
12468,2,Internet,RoundTrip,31,22,5,7,HNDPER,Australia,0,0,0,7.57,0
12469,1,Internet,RoundTrip,22,17,3,2,HNDPER,Australia,1,0,0,7.57,0
12470,1,Internet,RoundTrip,71,29,4,4,HNDPER,Japan,0,0,0,7.57,0
12471,2,Internet,RoundTrip,183,27,7,1,HNDPER,Australia,0,0,0,7.57,0
12472,1,Internet,RoundTrip,27,20,12,3,HNDPER,Australia,1,0,0,7.57,0
12473,2,Internet,RoundTrip,241,19,7,7,HNDPER,Australia,1,0,1,7.57,0
12474,1,Internet,RoundTrip,109,37,2,4,HNDPER,Australia,1,0,0,7.57,0
12475,1,Internet,RoundTrip,269,20,1,3,HNDPER,Australia,1,1,0,7.57,0
12476,1,Internet,OneWay,211,19,9,2,HNDPER,Australia,1,0,0,7.57,0
12477,1,Internet,OneWay,116,23,4,7,HNDPER,Australia,0,0,0,7.57,0
12478,2,Internet,RoundTrip,34,21,0,1,HNDPER,Australia,1,1,1,7.57,0
12479,4,Internet,RoundTrip,50,19,12,2,HNDPER,Australia,1,0,1,7.57,0
12480,2,Internet,OneWay,288,27,6,7,HNDPER,Australia,1,1,0,7.57,0
12481,1,Internet,RoundTrip,50,19,11,3,HNDPER,Australia,1,0,0,7.57,0
12482,1,Internet,RoundTrip,260,37,8,5,HNDPER,Australia,1,0,0,7.57,0
12483,2,Internet,RoundTrip,100,17,7,2,HNDPER,Australia,1,0,1,7.57,0
12484,1,Internet,RoundTrip,76,18,14,2,HNDPER,Australia,1,0,0,7.57,0
12485,1,Internet,RoundTrip,37,32,15,1,HNDPER,Australia,1,0,0,7.57,0
12486,2,Internet,RoundTrip,254,17,2,2,HNDPER,Australia,1,1,1,7.57,0
12487,1,Internet,OneWay,84,17,11,7,HNDPER,Australia,1,0,0,7.57,0
12488,1,Internet,RoundTrip,16,19,11,4,HNDPER,Australia,1,0,0,7.57,0
12489,1,Internet,RoundTrip,60,18,11,2,HNDPER,Australia,0,0,0,7.57,0
12490,2,Internet,RoundTrip,158,17,9,2,HNDPER,Australia,1,1,0,7.57,0
12491,2,Internet,RoundTrip,31,21,11,4,HNDPER,Australia,1,1,0,7.57,0
12492,1,Internet,RoundTrip,90,17,20,4,HNDPER,Australia,0,0,0,7.57,0
12493,1,Internet,RoundTrip,28,30,15,2,HNDPER,Australia,1,1,0,7.57,0
12494,1,Internet,RoundTrip,50,21,14,1,HNDPER,Australia,1,0,1,7.57,0
12495,5,Internet,RoundTrip,202,23,1,5,HNDPER,Australia,1,0,0,7.57,0
12496,1,Internet,RoundTrip,4,17,9,4,HNDPER,Australia,1,0,1,7.57,0
12497,2,Mobile,RoundTrip,226,24,7,6,HNDPER,Australia,0,1,0,7.57,0
12498,1,Internet,RoundTrip,25,71,14,1,HNDPER,Australia,1,0,1,7.57,0
12499,2,Internet,OneWay,270,23,13,7,HNDPER,Australia,1,0,0,7.57,0
12500,1,Internet,RoundTrip,108,38,11,7,HNDPER,Australia,1,0,0,7.57,0
12501,2,Internet,RoundTrip,112,19,14,3,HNDPER,Australia,1,1,0,7.57,0
12502,2,Internet,RoundTrip,263,29,8,1,HNDPER,Australia,0,0,1,7.57,0
12503,2,Internet,RoundTrip,60,22,4,4,HNDPER,Australia,1,1,1,7.57,0
12504,1,Internet,RoundTrip,173,18,12,4,HNDPER,Australia,1,1,1,7.57,0
12505,1,Internet,OneWay,105,23,15,6,HNDPER,Australia,1,0,0,7.57,0
12506,1,Internet,RoundTrip,17,18,8,1,HNDPER,Australia,1,0,0,7.57,0
12507,1,Mobile,RoundTrip,155,20,12,3,HNDPER,Australia,1,1,1,7.57,0
12508,1,Internet,OneWay,44,23,12,5,HNDPER,Australia,1,0,0,7.57,0
12509,4,Internet,OneWay,172,17,10,7,HNDPER,Australia,1,0,0,7.57,0
12510,2,Internet,RoundTrip,42,23,11,2,HNDPER,Australia,1,1,1,7.57,0
12511,2,Internet,RoundTrip,102,33,6,2,HNDPER,India,1,0,0,7.57,0
12512,2,Internet,RoundTrip,243,36,12,1,HNDPER,Australia,0,0,1,7.57,0
12513,2,Internet,RoundTrip,235,17,12,1,HNDPER,Australia,1,0,0,7.57,0
12514,1,Internet,RoundTrip,78,25,10,1,HNDPER,Australia,0,1,0,7.57,0
12515,1,Internet,RoundTrip,64,29,12,3,HNDPER,Australia,0,0,0,7.57,0
12516,1,Internet,RoundTrip,39,18,10,6,HNDPER,Australia,1,1,1,7.57,0
12517,1,Internet,RoundTrip,16,48,14,1,HNDPER,Australia,1,0,0,7.57,0
12518,1,Internet,RoundTrip,50,18,14,4,HNDPER,Australia,1,1,1,7.57,1
12519,1,Internet,RoundTrip,44,17,1,4,HNDPER,Australia,1,1,1,7.57,1
12520,1,Internet,RoundTrip,129,18,7,6,HNDPER,Australia,1,0,0,7.57,0
12521,1,Internet,RoundTrip,35,48,2,7,HNDPER,Australia,1,0,1,7.57,0
12522,1,Internet,CircleTrip,45,72,3,1,HNDPER,Australia,1,1,1,7.57,0
12523,1,Internet,RoundTrip,91,18,5,2,HNDPER,Australia,1,1,1,7.57,0
12524,2,Internet,RoundTrip,250,17,10,5,HNDPER,Australia,1,0,0,7.57,0
12525,1,Internet,RoundTrip,20,30,7,1,HNDPER,Australia,1,0,0,7.57,0
12526,2,Internet,RoundTrip,234,18,10,4,HNDPER,Australia,1,1,1,7.57,0
12527,1,Internet,OneWay,388,25,10,7,HNDPER,Australia,1,1,0,7.57,0
12528,1,Internet,RoundTrip,388,26,12,4,HNDPER,Australia,1,0,0,7.57,0
12529,2,Internet,RoundTrip,306,18,6,5,HNDPER,Australia,1,0,0,7.57,1
12530,3,Internet,OneWay,103,23,8,6,HNDPER,Australia,1,1,1,7.57,0
12531,2,Internet,RoundTrip,90,18,13,7,HNDPER,Australia,1,1,0,7.57,0
12532,2,Internet,RoundTrip,235,21,6,2,HNDPER,Australia,1,1,1,7.57,0
12533,1,Internet,RoundTrip,63,91,5,6,HNDPER,Australia,1,0,1,7.57,0
12534,2,Internet,RoundTrip,52,19,12,3,HNDPER,Australia,1,0,1,7.57,0
12535,1,Internet,RoundTrip,294,25,13,7,HNDPER,Australia,0,0,0,7.57,0
12536,1,Internet,RoundTrip,74,20,6,4,HNDPER,Australia,1,0,0,7.57,0
12537,3,Internet,RoundTrip,146,20,12,2,HNDPER,Australia,1,1,0,7.57,0
12538,4,Internet,RoundTrip,426,17,13,1,HNDPER,Australia,1,0,1,7.57,0
12539,1,Internet,RoundTrip,104,46,15,1,HNDPER,Australia,1,0,1,7.57,0
12540,1,Internet,RoundTrip,39,107,6,4,HNDPER,Indonesia,1,0,0,7.57,0
12541,1,Internet,RoundTrip,109,37,2,4,HNDPER,Australia,1,1,1,7.57,0
12542,1,Internet,RoundTrip,50,38,7,6,HNDPER,Australia,0,0,1,7.57,0
12543,1,Internet,RoundTrip,65,22,9,7,HNDPER,Australia,0,0,0,7.57,0
12544,1,Internet,RoundTrip,73,19,13,7,HNDPER,Japan,0,0,0,7.57,0
12545,1,Internet,RoundTrip,33,20,14,3,HNDPER,Australia,0,0,0,7.57,0
12546,2,Mobile,RoundTrip,240,19,3,3,HNDPER,Australia,1,0,0,7.57,0
12547,5,Internet,RoundTrip,299,19,13,4,HNDPER,Australia,1,0,1,7.57,0
12548,1,Internet,OneWay,158,17,4,6,HNDPER,Australia,0,0,1,7.57,0
12549,1,Internet,RoundTrip,100,18,9,6,HNDPER,Australia,1,0,0,7.57,0
12550,1,Internet,RoundTrip,57,26,6,3,HNDPER,Australia,0,1,0,7.57,0
12551,1,Internet,RoundTrip,306,17,1,7,HNDPER,Australia,0,1,0,7.57,0
12552,2,Mobile,RoundTrip,214,18,4,6,HNDPER,Australia,0,0,0,7.57,0
12553,1,Mobile,RoundTrip,149,19,8,2,HNDPER,Australia,1,0,0,7.57,0
12554,2,Internet,RoundTrip,73,27,9,5,HNDPER,Australia,1,1,1,7.57,0
12555,1,Internet,RoundTrip,61,19,13,5,HNDPER,Australia,1,1,1,7.57,0
12556,1,Internet,RoundTrip,114,23,11,7,HNDPER,Australia,1,0,0,7.57,0
12557,2,Internet,RoundTrip,113,19,12,2,HNDPER,Australia,1,0,0,7.57,0
12558,5,Internet,RoundTrip,44,22,14,2,HNDPER,Australia,1,0,1,7.57,0
12559,2,Internet,RoundTrip,215,22,8,1,HNDPER,Australia,1,1,0,7.57,0
12560,2,Internet,RoundTrip,196,25,11,2,HNDPER,Australia,1,0,0,7.57,0
12561,1,Internet,OneWay,275,26,3,4,HNDPER,Australia,1,0,0,7.57,0
12562,1,Internet,RoundTrip,314,17,10,6,HNDPER,Australia,0,0,0,7.57,0
12563,2,Internet,RoundTrip,127,32,10,1,HNDPER,Australia,1,0,1,7.57,0
12564,1,Internet,RoundTrip,35,20,10,6,HNDPER,Australia,1,1,0,7.57,0
12565,1,Internet,RoundTrip,223,26,12,6,HNDPER,Australia,1,0,0,7.57,0
12566,1,Internet,RoundTrip,46,17,3,4,HNDPER,Australia,1,1,0,7.57,0
12567,1,Internet,RoundTrip,222,57,12,3,HNDPER,Australia,1,1,0,7.57,0
12568,3,Internet,RoundTrip,361,17,10,7,HNDPER,Australia,1,0,1,7.57,0
12569,3,Internet,RoundTrip,264,20,8,3,HNDPER,Australia,1,1,0,7.57,0
12570,1,Internet,RoundTrip,11,93,10,4,HNDPER,Australia,0,0,0,7.57,1
12571,2,Internet,RoundTrip,148,17,10,3,HNDPER,Australia,1,0,0,7.57,0
12572,2,Internet,RoundTrip,243,20,12,7,HNDPER,Australia,1,0,1,7.57,0
12573,1,Mobile,RoundTrip,175,22,0,4,HNDPER,Australia,1,1,1,7.57,0
12574,2,Internet,RoundTrip,158,22,10,3,HNDPER,Australia,1,0,1,7.57,0
12575,2,Internet,RoundTrip,207,19,7,2,HNDPER,Australia,1,0,0,7.57,0
12576,2,Internet,RoundTrip,293,25,19,6,HNDPER,Australia,1,1,1,7.57,0
12577,2,Internet,RoundTrip,233,19,17,4,HNDPER,Australia,1,0,0,7.57,0
12578,2,Internet,RoundTrip,282,24,14,1,HNDPER,Australia,1,1,0,7.57,0
12579,1,Internet,RoundTrip,20,24,23,3,HNDPER,Australia,1,1,0,7.57,0
12580,2,Internet,RoundTrip,38,22,14,4,HNDPER,Australia,1,0,0,7.57,0
12581,2,Internet,RoundTrip,210,33,7,4,HNDPER,Australia,1,1,1,7.57,0
12582,4,Internet,RoundTrip,243,23,2,6,HNDPER,Australia,0,1,1,7.57,0
12583,3,Internet,RoundTrip,171,28,15,2,HNDPER,Australia,1,1,0,7.57,0
12584,1,Internet,RoundTrip,27,18,13,1,HNDPER,Japan,1,1,0,7.57,0
12585,1,Internet,RoundTrip,23,17,5,1,HNDPER,Australia,0,1,0,7.57,0
12586,1,Internet,RoundTrip,228,47,4,7,HNDPER,Japan,0,0,0,7.57,0
12587,1,Internet,RoundTrip,189,21,7,5,HNDPER,Australia,1,1,1,7.57,0
12588,2,Internet,OneWay,220,18,11,5,HNDPER,Australia,1,0,0,7.57,0
12589,2,Internet,RoundTrip,60,19,8,4,HNDPER,Australia,1,0,0,7.57,0
12590,1,Internet,RoundTrip,114,22,13,2,HNDPER,Australia,1,0,1,7.57,0
12591,4,Internet,RoundTrip,206,32,7,5,HNDPER,Australia,1,0,0,7.57,0
12592,1,Internet,RoundTrip,36,30,14,2,HNDPER,Japan,1,1,1,7.57,0
12593,1,Internet,RoundTrip,25,34,14,2,HNDPER,Japan,1,0,0,7.57,0
12594,1,Internet,RoundTrip,236,22,8,2,HNDPER,Australia,1,0,0,7.57,0
12595,1,Internet,RoundTrip,237,17,2,1,HNDPER,Australia,1,0,0,7.57,0
12596,2,Internet,RoundTrip,241,19,7,7,HNDPER,Australia,1,1,1,7.57,0
12597,1,Internet,RoundTrip,12,21,13,5,HNDPER,Japan,1,1,1,7.57,0
12598,1,Internet,RoundTrip,148,22,14,1,HNDPER,Australia,0,0,0,7.57,0
12599,4,Internet,RoundTrip,357,17,6,6,HNDPER,Australia,1,1,0,7.57,0
12600,2,Internet,OneWay,266,19,3,4,HNDPER,Australia,1,1,0,7.57,0
12601,2,Internet,RoundTrip,63,19,8,6,HNDPER,Australia,1,0,0,7.57,0
12602,1,Internet,RoundTrip,309,24,14,1,HNDPER,Australia,1,0,0,7.57,0
12603,2,Internet,RoundTrip,301,24,4,5,HNDPER,Australia,1,1,1,7.57,0
12604,1,Mobile,RoundTrip,13,19,5,4,HNDPER,Japan,1,0,0,7.57,0
12605,1,Internet,RoundTrip,369,20,4,1,HNDPER,Australia,1,1,0,7.57,0
12606,1,Internet,RoundTrip,50,19,8,1,HNDPER,Australia,0,1,0,7.57,0
12607,1,Mobile,RoundTrip,28,18,14,1,HNDPER,Australia,1,1,0,7.57,0
12608,2,Internet,RoundTrip,47,30,4,3,HNDPER,Australia,1,0,0,7.57,0
12609,1,Internet,RoundTrip,250,22,13,3,HNDPER,Australia,1,0,0,7.57,0
12610,1,Internet,RoundTrip,26,113,1,3,HNDPER,Japan,1,0,1,7.57,0
12611,2,Mobile,RoundTrip,212,22,5,1,HNDPER,Australia,1,1,1,7.57,0
12612,1,Internet,RoundTrip,38,27,11,2,HNDPER,Australia,1,1,1,7.57,0
12613,1,Internet,RoundTrip,41,19,12,4,HNDPER,Australia,0,0,1,7.57,0
12614,1,Internet,RoundTrip,127,22,15,6,HNDPER,Australia,0,0,0,7.57,0
12615,2,Internet,RoundTrip,245,23,12,3,HNDPER,Australia,1,0,0,7.57,0
12616,1,Internet,RoundTrip,152,17,11,7,HNDPER,Australia,1,0,0,7.57,0
12617,4,Mobile,RoundTrip,45,35,5,6,HNDPER,Japan,1,0,1,7.57,0
12618,1,Internet,RoundTrip,169,25,6,1,HNDPER,Australia,1,1,0,7.57,0
12619,1,Internet,OneWay,59,34,15,5,HNDPER,Australia,1,0,0,7.57,0
12620,2,Internet,RoundTrip,200,40,13,5,HNDPER,Australia,1,0,1,7.57,0
12621,1,Internet,RoundTrip,273,20,9,6,HNDPER,Australia,1,1,0,7.57,0
12622,1,Internet,OneWay,45,24,11,1,HNDPER,Australia,1,0,0,7.57,0
12623,3,Internet,RoundTrip,42,18,14,1,HNDPER,Australia,1,1,1,7.57,0
12624,2,Internet,RoundTrip,341,17,9,6,HNDPER,Australia,1,1,0,7.57,0
12625,2,Internet,RoundTrip,326,22,10,1,HNDPER,Australia,1,1,1,7.57,0
12626,2,Mobile,RoundTrip,48,19,11,4,HNDPER,Australia,1,1,0,7.57,0
12627,2,Internet,RoundTrip,236,19,12,3,HNDPER,Australia,1,0,0,7.57,0
12628,1,Internet,RoundTrip,20,28,5,1,HNDPER,Australia,1,1,0,7.57,0
12629,2,Internet,RoundTrip,12,35,20,2,HNDPER,United Kingdom,1,0,1,7.57,0
12630,2,Internet,RoundTrip,262,22,4,7,HNDPER,Australia,1,0,1,7.57,0
12631,1,Internet,RoundTrip,50,32,14,2,HNDPER,Japan,1,0,1,7.57,0
12632,2,Internet,RoundTrip,100,64,13,2,HNDPER,Australia,1,0,0,7.57,0
12633,2,Internet,RoundTrip,50,19,13,2,HNDPER,Australia,1,0,0,7.57,0
12634,1,Internet,RoundTrip,27,23,16,2,HNDPER,Australia,1,1,0,7.57,0
12635,1,Internet,RoundTrip,50,29,12,2,HNDPER,Australia,0,0,1,7.57,0
12636,1,Internet,RoundTrip,13,31,8,2,HNDPER,Japan,1,0,0,7.57,0
12637,2,Internet,RoundTrip,57,17,6,3,HNDPER,Australia,1,1,0,7.57,0
12638,1,Internet,RoundTrip,255,21,14,7,HNDPER,Australia,0,1,1,7.57,0
12639,3,Internet,OneWay,298,22,15,7,HNDPER,Australia,1,0,0,7.57,0
12640,1,Internet,RoundTrip,122,28,8,5,HNDPER,Australia,1,1,1,7.57,0
12641,1,Internet,RoundTrip,277,19,15,4,HNDPER,Australia,1,1,0,7.57,0
12642,1,Internet,RoundTrip,95,19,4,1,HNDPER,Australia,1,1,1,7.57,0
12643,4,Internet,RoundTrip,115,17,15,5,HNDPER,Australia,1,1,1,7.57,0
12644,1,Internet,RoundTrip,235,20,7,6,HNDPER,Australia,1,0,0,7.57,1
12645,1,Internet,RoundTrip,52,21,12,5,HNDPER,Australia,1,0,1,7.57,0
12646,3,Internet,RoundTrip,153,19,9,3,HNDPER,Australia,1,0,0,7.57,1
12647,2,Internet,RoundTrip,188,20,13,1,HNDPER,Australia,1,0,0,7.57,0
12648,1,Internet,RoundTrip,327,26,2,2,HNDPER,Australia,1,0,0,7.57,0
12649,1,Internet,RoundTrip,8,30,15,5,HNDPER,Australia,1,0,1,7.57,0
12650,2,Internet,RoundTrip,324,18,5,2,HNDPER,Australia,0,0,1,7.57,0
12651,1,Internet,RoundTrip,27,18,4,3,HNDPER,Australia,1,0,1,7.57,0
12652,1,Internet,RoundTrip,41,41,10,3,HNDPER,Australia,1,0,0,7.57,0
12653,1,Internet,RoundTrip,46,19,13,6,HNDPER,Australia,1,1,1,7.57,1
12654,2,Internet,RoundTrip,23,83,11,2,HNDPNH,Japan,1,1,1,7.57,0
12655,1,Internet,RoundTrip,17,1,2,2,HNDPNH,Cambodia,1,0,0,7.57,0
12656,1,Internet,RoundTrip,13,25,6,4,HNDPNH,Cambodia,0,0,0,7.57,0
12657,1,Internet,RoundTrip,7,30,13,7,HNDPNH,Japan,1,0,0,7.57,0
12658,1,Internet,RoundTrip,21,21,22,1,HNDPNH,Japan,1,0,0,7.57,0
12659,1,Internet,RoundTrip,18,20,12,6,HNDREP,Thailand,1,0,0,7.57,1
12660,1,Internet,RoundTrip,42,31,5,7,HNDREP,Japan,1,0,0,7.57,0
12661,2,Internet,RoundTrip,312,23,11,3,HNDREP,Japan,1,1,1,7.57,0
12662,1,Internet,RoundTrip,36,18,1,4,HNDRGN,Japan,0,0,1,7.57,0
12663,1,Mobile,RoundTrip,2,25,3,6,HNDRGN,Japan,1,0,1,7.57,0
12664,1,Internet,RoundTrip,175,25,1,1,HNDRGN,Japan,1,1,1,7.57,0
12665,1,Mobile,RoundTrip,56,26,14,7,HNDRGN,Japan,0,1,0,7.57,0
12666,2,Internet,RoundTrip,21,45,6,3,HNDRGN,Japan,1,0,0,7.57,0
12667,1,Internet,RoundTrip,4,81,9,4,HNDRGN,Japan,1,0,0,7.57,1
12668,2,Internet,RoundTrip,77,20,8,1,HNDSBW,Malaysia,1,1,1,7.57,0
12669,1,Internet,RoundTrip,120,77,15,2,HNDSBW,Japan,1,0,0,7.57,0
